exerciseId,name,gifUrl,targetMuscles,secondaryMuscles,instructions,imageUrl,workout_type,met,bodyPartMajor,bodyPartMinor,equipmentCategory,equipmentDetail,equipmentOriginalDetail
i5cEhka,디클라인 푸시업,https://static.exercisedb.dev/media/i5cEhka.gif,대흉근,삼두근 | 어깨,Step:1 발을 안정적인 표면에 올리고 손을 어깨너비보다 약간 넓게 땅에 댑니다. | Step:2 머리부터 발끝까지 몸을 일직선으로 유지하고 코어 근육을 사용합니다. | Step:3 팔꿈치를 구부려 가슴을 땅 쪽으로 내립니다. 팔꿈치는 몸에 가깝게 유지합니다. | Step:4 손바닥으로 밀어 팔을 펴고 시작 자세로 돌아옵니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/i5cEhka.webp,weight,3.5,가슴,,맨몸,,맨몸
I6Ca0a7,컴플리트 스타일 이지바 라잉 클로즈 그립 트라이셉스 익스텐션 비하인드 헤드,,삼두근,어깨,Step:1 발을 땅에 대고 머리가 벤치 끝에 오도록 평평하게 눕습니다. | Step:2 이지 바벨을 좁은 그립으로 잡고 손바닥을 위로 향하게 한 후 팔을 가슴 위로 쭉 뻗습니다. | Step:3 윗팔을 고정한 상태에서 팔꿈치를 구부려 바벨을 머리 뒤로 천천히 내립니다. | Step:4 잠시 멈춘 후 팔을 펴서 시작 자세로 돌아옵니다. 전체 동작 내내 자세를 유지합니다. | Step:5 원하는 횟수만큼 반복합니다.,,weight,5.0,팔,상완,바벨,,EZ 바벨
i6LWjok,바벨 풀오버,https://static.exercisedb.dev/media/i6LWjok.gif,광배근,가슴 | 삼두근,Step:1 머리가 한쪽 끝에 오도록 벤치에 평평하게 눕고 발은 바닥에 댑니다. | Step:2 어깨너비 그립으로 바벨을 잡고 팔을 가슴 위로 쭉 뻗습니다. | Step:3 팔을 곧게 편 상태로 바벨을 머리 뒤로 통제하며 내립니다. 광배근이 늘어나는 느낌이 들 때까지 내립니다. | Step:4 잠시 멈춘 후 바벨을 시작 자세로 다시 들어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/i6LWjok.webp,weight,5.0,등,,바벨,,바벨
i8BdLTK,덤벨 스트레이트 암 풀오버,https://static.exercisedb.dev/media/i8BdLTK.gif,대흉근,latissimus dorsi | 삼두근,Step:1 머리가 한쪽 끝에 오도록 벤치에 평평하게 눕고 발은 땅에 단단히 고정합니다. | Step:2 양손으로 덤벨을 잡고 팔을 가슴 위로 쭉 뻗습니다. | Step:3 팔을 곧게 편 상태로 덤벨을 호를 그리며 머리 뒤로 천천히 내립니다. | Step:4 잠시 멈춘 후 덤벨을 시작 자세로 다시 들어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/i8BdLTK.webp,weight,5.0,가슴,,덤벨,,덤벨
ia6kIIl,하프 니 벤드 (남성),https://static.exercisedb.dev/media/ia6kIIl.gif,심폐 지구력,quadriceps | 햄스트링 | 둔근,Step:1 발을 어깨너비로 벌리고 섭니다. | Step:2 의자에 앉는 것처럼 무릎을 구부리고 몸을 내립니다. | Step:3 가슴을 펴고 발뒤꿈치에 체중을 싣습니다. | Step:4 가장 낮은 지점에서 잠시 멈춘 후 발뒤꿈치로 밀어 시작 자세로 돌아옵니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/ia6kIIl.webp,cardio,3.5,유산소,,맨몸,,맨몸
Ia7tumC,덤벨 시티드 원 레그 카프 레이즈,https://static.exercisedb.dev/media/Ia7tumC.gif,종아리,햄스트링 | 둔근,Step:1 발을 땅에 대고 벤치나 의자에 앉아 오른쪽 허벅지에 덤벨을 올려놓습니다. | Step:2 왼쪽 다리를 앞으로 쭉 뻗고 발을 플렉스합니다. | Step:3 오른쪽 발 앞부분을 계단이나 무게 판 같은 높은 표면에 올립니다. | Step:4 종아리 근육을 사용하여 오른쪽 발뒤꿈치를 가능한 한 높이 들어 올립니다. | Step:5 가장 높은 지점에서 잠시 멈춘 후 발뒤꿈치를 천천히 시작 자세로 내립니다. | Step:6 원하는 횟수만큼 반복한 후 다리를 바꿉니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/Ia7tumC.webp,weight,5.0,하체,종아리,덤벨,,덤벨
iaapw0g,이지 바벨 시티드 트라이셉스 익스텐션,https://static.exercisedb.dev/media/iaapw0g.gif,삼두근,어깨,Step:1 등을 곧게 펴고 발을 땅에 대고 벤치에 앉습니다. | Step:2 이지 바벨을 오버핸드 그립으로 잡고 손은 어깨너비로 벌립니다. | Step:3 바벨을 머리 위로 들어 올려 팔을 완전히 폅니다. | Step:4 윗팔을 고정한 상태에서 팔꿈치를 구부려 바벨을 머리 뒤로 내립니다. | Step:5 잠시 멈춘 후 팔을 펴서 바벨을 시작 자세로 다시 들어 올립니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/iaapw0g.webp,weight,5.0,팔,상완,바벨,,EZ 바벨
IaGQCrC,서스펜디드 푸시업,https://static.exercisedb.dev/media/IaGQCrC.gif,대흉근,삼두근 | 어깨 | 코어,Step:1 서스펜션 트레이너를 찾아 적절한 높이로 조절합니다. | Step:2 앵커 포인트를 등지고 서서 오버핸드 그립으로 손잡이를 잡습니다. | Step:3 발을 앞으로 옮기면서 몸을 앞으로 기울여 서스펜션 트레이너가 체중을 지탱하도록 합니다. | Step:4 머리부터 발뒤꿈치까지 몸을 일직선으로 유지하고 코어를 사용하며 가슴을 손잡이 쪽으로 내립니다. | Step:5 가슴과 팔로 밀어 시작 자세로 돌아옵니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IaGQCrC.webp,weight,3.5,가슴,,맨몸,,맨몸
IBj3nsn,퀵 피트 v. 2 벤드,,대퇴사두근,종아리 | 햄스트링,Step:1 발을 어깨너비로 벌리고 팔을 옆구리에 둡니다. | Step:2 제자리에서 뛰는 것처럼 발을 빠르게 위아래로 움직이기 시작합니다. | Step:3 발 앞꿈치에 체중을 싣고 빠르고 가볍게 움직입니다. | Step:4 원하는 시간 또는 횟수만큼 계속합니다. 벤드 컨트롤을 강조합니다.,,weight,3.5,하체,허벅지,맨몸,,맨몸
iCPqbki,레버 내로우 그립 시티드 로우 - 스트렝스 변형,,상부 등,이두근 | 전완근,Step:1 올바른 자세를 위해 좌석 높이와 발 받침대를 조절합니다. | Step:2 발을 발 받침대에 대고 무릎을 약간 구부린 상태로 기구에 앉습니다. | Step:3 손잡이를 좁은 그립으로 잡고 손바닥을 서로 마주 보게 합니다. | Step:4 등을 곧게 펴고 약간 앞으로 기울입니다. | Step:5 손잡이를 몸통 쪽으로 당기면서 날개뼈를 함께 조입니다. | Step:6 동작의 최고점에서 잠시 멈춥니다. 전체 동작 내내 스트렝스 자세를 유지합니다. | Step:7 천천히 손잡이를 놓고 시작 자세로 돌아옵니다. | Step:8 원하는 횟수만큼 반복합니다.,,weight,5.0,등,,머신,레버리지 머신,레버리지 머신
iDGtjyi,체스트 앤 프론트 오브 숄더 스트레치 마이크로,,대흉근,deltoids,Step:1 발을 어깨너비로 벌리고 똑바로 섭니다. | Step:2 팔을 어깨 높이에서 앞으로 쭉 뻗습니다. | Step:3 오른팔을 왼팔 위에 오도록 팔을 몸 앞에서 교차합니다. | Step:4 손가락을 깍지 끼고 손바닥을 함께 누릅니다. | Step:5 날개뼈를 부드럽게 조이고 손을 앞으로 밀면서 가슴과 어깨 앞쪽의 스트레칭을 느낍니다. | Step:6 (마이크로 변형) 20-30초 동안 스트레칭을 유지한 후 풀어줍니다. | Step:7 원하는 횟수만큼 반복합니다.,,weight,2.5,가슴,,맨몸,,맨몸
Ie9UGty,레버 시티드 카프 프레스,https://static.exercisedb.dev/media/Ie9UGty.gif,종아리,soleus | 햄스트링,Step:1 어깨가 레버 패드와 일직선이 되도록 기구 좌석을 조절합니다. | Step:2 발가락을 플랫폼 하단에 대고 무릎을 레버 패드 아래에 위치시킵니다. | Step:3 안정성을 위해 좌석 측면의 손잡이를 잡습니다. | Step:4 발목을 펴서 발뒤꿈치를 최대한 높이 들어 올리면서 레버 패드를 아래로 누릅니다. | Step:5 동작의 최고점에서 잠시 멈춘 후 발뒤꿈치를 천천히 시작 자세로 내립니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/Ie9UGty.webp,weight,5.0,하체,종아리,머신,레버리지 머신,레버리지 머신
IeDEXTe,레버 시티드 스쿼트 카프 레이즈 온 레그 프레스 머신,https://static.exercisedb.dev/media/IeDEXTe.gif,종아리,quadriceps | 햄스트링 | 둔근,Step:1 발을 발판에 댔을 때 무릎이 약간 구부러지도록 레그 프레스 머신의 좌석을 조절합니다. | Step:2 등받이에 등을 대고 앉아 발을 어깨너비로 벌려 발판에 평평하게 댑니다. | Step:3 발뒤꿈치가 가장자리에 오도록 발가락과 발 앞부분을 발판에 댑니다. | Step:4 안전 손잡이를 풀고 무릎을 펴서 발판을 밀어냅니다. | Step:5 무릎이 완전히 펴지면 종아리를 플렉스하여 발뒤꿈치를 천천히 내립니다. | Step:6 가장 낮은 지점에서 잠시 멈춘 후 종아리를 펴서 발판을 다시 밀어 올립니다. | Step:7 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IeDEXTe.webp,weight,5.0,하체,종아리,머신,레버리지 머신,레버리지 머신
IENzBdA,바벨 드래그 컬,https://static.exercisedb.dev/media/IENzBdA.gif,이두근,전완근,Step:1 발을 어깨너비로 벌리고 언더핸드 그립으로 바벨을 잡고 손바닥을 위로 향하게 합니다. | Step:2 바벨을 팔 길이만큼 허벅지 앞에서 늘어뜨립니다. | Step:3 윗팔을 고정한 상태에서 이두근을 수축하여 바벨을 가슴 쪽으로 컬링합니다. | Step:4 가장 높은 지점에서 잠시 멈춘 후 바벨을 천천히 시작 자세로 내립니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IENzBdA.webp,weight,5.0,팔,상완,바벨,,바벨
IeTIEqg,바벨 프론트 체스트 스쿼트,https://static.exercisedb.dev/media/IeTIEqg.gif,둔근,quadriceps | 햄스트링 | 종아리 | 코어,Step:1 발을 어깨너비로 벌리고 발끝을 약간 바깥쪽으로 향하게 하여 시작합니다. | Step:2 손은 어깨너비로 벌리고 팔꿈치는 앞으로 향하게 하여 바벨을 가슴 앞에서 잡습니다. | Step:3 코어를 사용하고 가슴을 편 상태를 유지하면서 엉덩이를 뒤로 밀고 무릎을 구부려 스쿼트 자세로 몸을 내립니다. | Step:4 허벅지가 바닥과 평행이 될 때까지 또는 편안하게 갈 수 있는 만큼 낮춥니다. | Step:5 가장 낮은 지점에서 잠시 멈춘 후 발뒤꿈치로 밀어 시작 자세로 돌아옵니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IeTIEqg.webp,weight,5.0,하체,허벅지,바벨,,바벨
iFsqlCD,프론 메디신볼 클로즈 그립 푸시업,,삼두근,가슴 | 어깨,Step:1 메디신 볼 위에 손을 어깨너비로 짚고 하이 플랭크 자세를 취합니다. | Step:2 팔꿈치를 옆구리에 가깝게 붙이고 팔꿈치를 구부려 몸을 바닥 쪽으로 내립니다. | Step:3 팔을 완전히 펴서 시작 자세로 다시 밀어 올립니다. | Step:4 원하는 횟수만큼 반복합니다. 전체 동작 동안 프론 자세를 유지합니다.,,weight,5.0,팔,상완,기타,메디신볼,메디신볼
IGjKj1v,레버 내로우 그립 시티드 로우,https://static.exercisedb.dev/media/IGjKj1v.gif,상부 등,이두근 | 전완근,Step:1 올바른 자세를 위해 시트 높이와 발 받침대를 조절합니다. | Step:2 발을 발 받침대에 평평하게 대고 무릎을 살짝 구부린 채 머신에 앉습니다. | Step:3 손바닥이 서로 마주보도록 핸들을 좁게 잡습니다. | Step:4 등을 곧게 펴고 상체를 살짝 앞으로 기울입니다. | Step:5 핸들을 몸통 쪽으로 당기면서 견갑골을 함께 조입니다. | Step:6 동작의 최고점에서 잠시 멈춥니다. | Step:7 천천히 핸들을 놓고 시작 자세로 돌아갑니다. | Step:8 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IGjKj1v.webp,weight,5.0,등,,머신,레버리지 머신,레버리지 머신
IGtBdNT,덤벨 시티드 해머 컬,https://static.exercisedb.dev/media/IGtBdNT.gif,이두근,전완근,"Step:1 벤치에 앉아 각 손에 덤벨을 하나씩 잡고, 손바닥이 몸통을 향하게 하며 팔을 아래로 쭉 뻗습니다. | Step:2 윗팔을 고정한 상태에서 숨을 내쉬며 이두근을 수축하면서 덤벨을 컬합니다. | Step:3 이두근이 완전히 수축되고 덤벨이 어깨 높이에 올 때까지 덤벨을 계속 들어 올립니다. | Step:4 이두근을 쥐어짜면서 수축된 자세를 잠시 유지합니다. | Step:5 숨을 들이쉬면서 천천히 덤벨을 시작 자세로 다시 내립니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IGtBdNT.webp,weight,5.0,팔,상완,덤벨,,덤벨
IH2kr7n,덤벨 디클라인 슈러그 - 리지드 베리에이션,,승모근,어깨 | rhomboids,"Step:1 45도 각도로 디클라인 벤치를 설정합니다. | Step:2 가슴과 배를 벤치에 대고 엎드립니다. | Step:3 (리지드 베리에이션) 각 손에 덤벨을 하나씩 잡고 팔을 바닥 쪽으로 완전히 뻗습니다. | Step:4 팔을 곧게 편 상태에서 어깨를 귀 쪽으로 최대한 높이 들어 올립니다. | Step:5 수축을 잠시 유지한 후, 천천히 덤벨을 시작 자세로 다시 내립니다. | Step:6 원하는 횟수만큼 반복합니다.",,weight,5.0,등,,덤벨,,덤벨
iK59oEA,덤벨 짐볼 라잉 풀오버,https://static.exercisedb.dev/media/iK59oEA.gif,대흉근,삼두근 | 어깨 | 등,"Step:1 짐볼에 앉아 상체가 볼에 닿을 때까지 앞으로 굴러갑니다. | Step:2 양손으로 덤벨을 잡고 팔을 가슴 위로 쭉 뻗습니다. | Step:3 팔을 곧게 편 상태를 유지하면서 덤벨을 머리 뒤로 천천히 내립니다. | Step:4 잠시 멈춘 후, 덤벨을 시작 자세로 다시 들어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/iK59oEA.webp,weight,5.0,가슴,,덤벨,,덤벨
IL0JUxR,기론다 흉골 친,https://static.exercisedb.dev/media/IL0JUxR.gif,광배근,이두근 | rhomboids | rear deltoids,"Step:1 어깨너비로 발을 벌리고 높은 바 앞에 섭니다. | Step:2 어깨너비보다 약간 넓게 오버핸드 그립으로 바를 잡기 위해 손을 뻗습니다. | Step:3 팔을 완전히 펴고 몸을 곧게 편 상태로 바에 매달립니다. | Step:4 광배근과 이두근을 사용하여 흉골을 앞으로 내밀면서 가슴을 바 쪽으로 당겨 올립니다. | Step:5 맨 위에서 잠시 멈춘 후, 천천히 시작 자세로 내려갑니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IL0JUxR.webp,weight,3.5,등,,맨몸,,맨몸
ila4NZS,바벨 데드리프트,https://static.exercisedb.dev/media/ila4NZS.gif,둔근,햄스트링 | lower back,Step:1 발을 어깨너비로 벌리고 서서 바벨을 앞에 둡니다. | Step:2 무릎을 구부리고 엉덩이를 접어 상체를 낮추고 오버핸드 그립으로 바벨을 잡습니다. 손은 어깨너비보다 약간 넓게 잡습니다. | Step:3 등을 곧게 펴고 가슴을 들어 올린 상태에서 발뒤꿈치로 밀어 바벨을 바닥에서 들어 올리면서 엉덩이와 무릎을 폅니다. | Step:4 똑바로 서면서 엉덩이를 조이고 코어를 유지합니다. | Step:5 엉덩이와 무릎을 구부려 등을 곧게 편 상태를 유지하면서 바벨을 바닥으로 다시 내립니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/ila4NZS.webp,weight,5.0,하체,허벅지,바벨,,바벨
IMRsOCn,스쿼트 클린,https://static.exercisedb.dev/media/IMRsOCn.gif,대퇴사두근,둔근 | 햄스트링 | 종아리 | 코어,"Step:1 바벨을 어깨에 올리고 발을 어깨너비로 벌리고 시작합니다. | Step:2 가슴을 들고 무릎이 발끝을 향하도록 하면서 스쿼트 자세로 몸을 낮춥니다. | Step:3 스쿼트의 가장 낮은 지점에 도달하면 다리로 폭발적으로 밀어 올리면서 바벨을 머리 위로 밀어 올립니다. | Step:4 바벨이 최고점에 도달하면 빠르게 분할 자세로 내려갑니다. 한 발은 앞으로, 다른 발은 뒤로 둡니다. | Step:5 팔을 완전히 펴고 뒷무릎이 바닥에 살짝 닿도록 하면서 머리 위에서 바벨을 잡습니다. | Step:6 분할 자세에서 발을 다시 모아 똑바로 섭니다. | Step:7 바벨을 어깨로 다시 내리고 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IMRsOCn.webp,weight,5.0,하체,허벅지,바벨,,바벨
iny3m5y,데드 버그,https://static.exercisedb.dev/media/iny3m5y.gif,복근,고관절 굴곡근 | lower back,"Step:1 팔을 천장 쪽으로 뻗고 바닥에 평평하게 눕습니다. | Step:2 무릎을 구부리고 다리를 들어 올려 엉덩이와 무릎에서 90도 각도를 만듭니다. | Step:3 코어와 허리를 사용하여 허리를 바닥으로 누릅니다. | Step:4 오른쪽 팔과 왼쪽 다리를 바닥 쪽으로 천천히 내리면서 곧게 펴고 바닥 바로 위로 떠 있도록 유지합니다. | Step:5 잠시 멈춘 후, 시작 자세로 돌아갑니다. | Step:6 왼쪽 팔과 오른쪽 다리로 동작을 반복합니다. | Step:7 원하는 횟수만큼 번갈아 가며 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/iny3m5y.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
Ion0XWz,덤벨 플로어 리어 델트 레이즈,https://static.exercisedb.dev/media/Ion0XWz.gif,삼각근,trapezius | rhomboids,"Step:1 각 손에 덤벨을 하나씩 잡고 손바닥이 서로 마주보도록 바닥에 엎드립니다. | Step:2 팔꿈치를 살짝 구부린 상태를 유지하면서 팔을 앞쪽으로 쭉 뻗습니다. | Step:3 어깨 근육을 사용하여 팔을 위쪽과 바깥쪽으로 들어 올리면서 견갑골을 함께 조입니다. | Step:4 맨 위에서 잠시 멈춘 후, 팔을 천천히 시작 자세로 다시 내립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/Ion0XWz.webp,weight,5.0,어깨,,덤벨,,덤벨
ioTf098,케이블 짐볼 오버헤드 컬,https://static.exercisedb.dev/media/ioTf098.gif,이두근,전완근 | 어깨,"Step:1 짐볼에 앉아 언더핸드 그립으로 케이블 핸들을 잡습니다. | Step:2 팔꿈치를 귀에 가깝게 붙인 상태를 유지하면서 팔을 머리 위로 완전히 뻗습니다. | Step:3 윗팔을 고정한 상태를 유지하면서 케이블을 이마 쪽으로 천천히 컬합니다. | Step:4 동작의 가장 낮은 지점에서 잠시 멈춘 후, 천천히 시작 자세로 돌아갑니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/ioTf098.webp,weight,5.0,팔,상완,케이블 머신,,케이블
iPm26QU,박스 점프 다운 원 레그 스테빌라이제이션,https://static.exercisedb.dev/media/iPm26QU.gif,종아리,quadriceps | 햄스트링 | 둔근,"Step:1 발을 어깨너비로 벌리고 박스나 플랫폼 앞에 섭니다. | Step:2 무릎을 구부리고 박스 위로 점프하여, 박스 위에 한 발을 딛고 다른 발은 가장자리에 걸친 상태로 부드럽게 착지합니다. | Step:3 다른 발은 땅에서 뗀 상태를 유지하면서 박스 위에 있는 발로 자세를 안정시킵니다. | Step:4 균형을 유지하기 위해 종아리 근육을 사용하여 이 자세를 몇 초간 유지합니다. | Step:5 박스 위에 있는 발로 천천히 내려와 시작 자세로 돌아갑니다. | Step:6 다른 다리로 운동을 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/iPm26QU.webp,weight,3.5,하체,종아리,맨몸,,맨몸
IpONWYv,덤벨 사이드 밴드,https://static.exercisedb.dev/media/IpONWYv.gif,복근,obliques,"Step:1 발을 어깨너비로 벌리고 똑바로 서서 한 손에 덤벨을 잡고 옆으로 늘어뜨립니다. | Step:2 등을 곧게 펴고 코어를 유지하면서 허리에서 덤벨 반대쪽으로 천천히 옆으로 구부려, 편안하게 할 수 있는 만큼 무게를 내립니다. | Step:3 잠시 멈춘 후, 천천히 시작 자세로 돌아갑니다. | Step:4 원하는 횟수만큼 반복한 후, 반대쪽으로 바꿔 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IpONWYv.webp,weight,5.0,코어,허리 | 복부,덤벨,,덤벨
Iptlv6x,덤벨 업라이트 로우 (후면 시점),https://static.exercisedb.dev/media/Iptlv6x.gif,삼각근,승모근 | 이두근,"Step:1 발을 어깨너비로 벌리고 서서 각 손에 덤벨을 오버핸드 그립으로 잡습니다. | Step:2 덤벨을 허벅지 앞에 늘어뜨리고 팔을 완전히 펴고 손바닥이 몸을 향하도록 합니다. | Step:3 등을 곧게 펴고 코어를 유지하면서 숨을 내쉬고 팔꿈치를 바깥쪽으로 향하게 하면서 턱 쪽으로 덤벨을 똑바로 들어 올립니다. | Step:4 팔꿈치가 옆으로 향하도록 하면서 덤벨이 어깨 높이에 올 때까지 계속 들어 올립니다. | Step:5 맨 위에서 잠시 멈춘 후, 숨을 들이쉬면서 천천히 덤벨을 시작 자세로 다시 내립니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/Iptlv6x.webp,weight,5.0,어깨,,덤벨,,덤벨
ipvgBnC,바벨 시티드 카프 레이즈,https://static.exercisedb.dev/media/ipvgBnC.gif,종아리,햄스트링,Step:1 벤치에 앉아 발을 바닥에 평평하게 대고 허벅지에 바벨을 올립니다. | Step:2 발 앞부분을 블록이나 계단과 같은 높은 받침대에 댑니다. | Step:3 발뒤꿈치를 최대한 내리면서 종아리에서 스트레칭을 느낍니다. | Step:4 발뒤꿈치를 최대한 높이 들어 올리면서 종아리를 수축합니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/ipvgBnC.webp,weight,2.5,하체,종아리,바벨,,바벨
iQ241UP,하프 싯업,https://static.exercisedb.dev/media/iQ241UP.gif,복근,고관절 굴곡근,"Step:1 등을 대고 바닥에 누워 무릎을 구부리고 발을 바닥에 평평하게 댑니다. | Step:2 손을 머리 뒤에 대고 팔꿈치를 바깥쪽으로 향하게 합니다. | Step:3 복근에 힘을 주고 상체를 천천히 들어 올려 몸통이 45도 각도가 될 때까지 앞으로 구부립니다. | Step:4 맨 위에서 잠시 멈춘 다음, 상체를 천천히 시작 자세로 되돌립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/iQ241UP.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
iqH55N8,퍼스 스타일 포워드 런지,,둔근,quadriceps | 햄스트링 | 종아리,Step:1 발을 엉덩이 너비로 벌리고 서서 엉덩이에 손을 댑니다. | Step:2 오른쪽 발을 앞으로 크게 내딛으며 몸을 런지 자세로 낮춥니다. | Step:3 오른쪽 무릎을 약 90도 구부리고 무릎이 발목과 일직선이 되도록 합니다. | Step:4 오른쪽 발로 밀고 시작 자세로 돌아옵니다. | Step:5 (퍼스 변형) 왼쪽 다리로 반복하며 원하는 횟수만큼 번갈아 가며 실시합니다.,,weight,3.5,하체,허벅지,맨몸,,맨몸
isAAZWA,사이드 투 사이드 친,https://static.exercisedb.dev/media/isAAZWA.gif,광배근,이두근 | 전완근,Step:1 발을 어깨 너비로 벌리고 서서 무릎을 살짝 구부립니다. | Step:2 어깨 너비보다 약간 넓게 오버핸드 그립으로 풀업 바를 잡습니다. | Step:3 팔을 완전히 펴고 몸을 이완시킨 상태로 바에서 매달립니다. | Step:4 팔꿈치를 구부리고 턱을 바 쪽으로 당기면서 몸을 곧게 유지하며 몸을 끌어 올립니다. | Step:5 턱이 바 위로 올라오면 시작 자세로 천천히 내려갑니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/isAAZWA.webp,weight,3.5,등,,맨몸,,맨몸
isofgzg,롤러 백 스트레치,https://static.exercisedb.dev/media/isofgzg.gif,척추,햄스트링 | 둔근,Step:1 다리를 앞으로 뻗고 바닥에 앉아 시작합니다. | Step:2 롤러를 엉덩이 바로 아래에 몸에 수직으로 놓습니다. | Step:3 롤러가 등 위쪽으로 올라가도록 몸을 천천히 뒤로 굴립니다. | Step:4 롤러가 등 위쪽에 닿을 때까지 계속 굴립니다. | Step:5 잠시 멈춘 다음 시작 자세로 천천히 되돌아갑니다. | Step:6 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/isofgzg.webp,weight,2.5,등,,폼롤러,,롤러
IU4QNJ6,퓨어 친업,,광배근,이두근 | 전완근,Step:1 손바닥이 자신을 향하도록 하고 손을 어깨 너비로 벌려 풀업 바에 매달립니다. | Step:2 코어에 힘을 주고 가슴을 앞으로 내밀며 몸을 바 쪽으로 끌어 올립니다. 순수한 컨트롤을 강조합니다. | Step:3 턱이 바 위로 올라올 때까지 계속 끌어 올립니다. | Step:4 맨 위에서 잠시 멈춘 다음 몸을 천천히 시작 자세로 되돌립니다. | Step:5 원하는 횟수만큼 반복합니다.,,weight,3.5,등,,맨몸,,맨몸
IvV6C9M,덤벨 오버 벤치 원 암 뉴트럴 리스트 컬,https://static.exercisedb.dev/media/IvV6C9M.gif,이두근,전완근,Step:1 벤치에 앉아 한 손에 덤벨을 들고 팔을 벤치 위로 뻗어 손바닥이 위를 향하도록 합니다. | Step:2 윗팔을 고정하고 손목을 중립 위치에 유지하면서 덤벨을 어깨 쪽으로 컬링합니다. | Step:3 맨 위에서 잠시 멈춘 다음 덤벨을 천천히 시작 자세로 되돌립니다. | Step:4 원하는 횟수만큼 반복한 다음 팔을 바꿉니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IvV6C9M.webp,weight,5.0,팔,상완,덤벨,,덤벨
IwX5NqK,케이블 리버스 프레처 컬,https://static.exercisedb.dev/media/IwX5NqK.gif,이두근,전완근,Step:1 케이블 머신을 조절하여 프레처 컬 패드가 가슴 높이에 오도록 합니다. | Step:2 프레처 컬 벤치에 앉아 윗팔을 패드에 대고 손바닥이 아래를 향하도록 하며 팔꿈치를 완전히 폅니다. | Step:3 언더핸드 그립으로 케이블 핸들을 어깨 너비로 잡습니다. | Step:4 윗팔을 고정한 상태에서 숨을 내쉬며 핸들을 어깨 쪽으로 컬링하여 이두근을 수축시킵니다. | Step:5 동작의 맨 위에서 잠시 멈추고 이두근을 짜줍니다. | Step:6 숨을 들이쉬며 팔꿈치를 완전히 펴면서 핸들을 천천히 시작 자세로 되돌립니다. | Step:7 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/IwX5NqK.webp,weight,5.0,팔,상완,케이블 머신,,케이블
